sale_id,customer_id,sale_date,feedback_text,feedback_text_clean,sentiment,sentiment_vader,neg,neu,pos,compound,churn
S000206,CUST00243,2021-10-22,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000207,CUST00366,2022-05-14,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000208,CUST01434,2020-07-18,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000209,CUST00627,2021-11-22,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000210,CUST01161,2023-07-06,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000211,CUST01326,2021-05-31,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000212,CUST00849,2021-12-31,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000213,CUST00312,2022-06-27,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S000214,CUST01683,2020-01-25,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000215,CUST00591,2020-09-10,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000216,CUST01837,2021-07-20,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000217,CUST00286,2022-02-19,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000218,CUST00546,2020-07-31,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S000219,CUST01952,2021-08-11,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000220,CUST00894,2023-08-16,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000221,CUST01826,2021-01-26,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000222,CUST01068,2022-09-29,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000223,CUST00023,2020-04-12,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000224,CUST00934,2022-01-20,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000225,CUST00405,2020-03-02,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000226,CUST00012,2021-07-30,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000227,CUST01983,2021-02-07,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000228,CUST01114,2020-05-20,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S000229,CUST00031,2020-09-09,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S000230,CUST01505,2022-08-05,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000231,CUST01460,2020-12-15,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000232,CUST01408,2022-08-10,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000233,CUST00861,2023-01-16,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000234,CUST01393,2021-04-18,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000235,CUST00045,2022-07-20,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S000236,CUST01222,2021-04-11,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000237,CUST00118,2022-08-14,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000238,CUST00116,2023-05-30,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000239,CUST01967,2022-07-29,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S000240,CUST00747,2023-02-21,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000241,CUST01419,2020-09-04,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000242,CUST00367,2022-06-12,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000243,CUST00085,2021-09-11,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000244,CUST01461,2020-02-07,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S000245,CUST00663,2020-05-10,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S000246,CUST01867,2020-08-29,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000247,CUST00264,2023-08-09,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S000248,CUST01712,2020-09-09,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000249,CUST00106,2023-11-22,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S000250,CUST01439,2021-08-13,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000251,CUST00077,2021-01-24,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S000252,CUST01888,2020-01-27,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000253,CUST01500,2023-12-30,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000254,CUST00239,2021-10-31,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S000255,CUST00258,2023-12-08,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S000256,CUST01793,2023-05-06,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000257,CUST00378,2022-06-30,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000258,CUST00924,2020-05-05,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000259,CUST01761,2022-12-20,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000260,CUST01281,2020-03-27,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000261,CUST00180,2021-08-29,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000262,CUST01806,2021-08-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S000263,CUST00855,2022-01-11,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000264,CUST01092,2023-01-24,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S000265,CUST01923,2023-08-15,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000266,CUST01016,2021-12-31,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S000267,CUST00676,2022-09-07,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S000268,CUST00377,2022-03-29,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000269,CUST01447,2022-12-28,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000270,CUST00258,2020-03-28,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000271,CUST01625,2020-09-09,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S000272,CUST00351,2020-04-20,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000273,CUST01559,2021-03-04,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000274,CUST01251,2020-11-26,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S000275,CUST00945,2021-09-10,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S000276,CUST01978,2022-03-14,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000277,CUST01645,2023-07-07,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000278,CUST01087,2020-09-16,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000279,CUST00820,2020-01-21,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S000280,CUST00748,2021-09-22,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S000281,CUST00748,2023-09-16,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000282,CUST00704,2023-01-06,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000283,CUST01079,2021-11-24,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000284,CUST01096,2020-04-13,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000285,CUST00168,2022-03-09,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S000286,CUST01340,2020-03-29,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S000287,CUST01029,2021-05-14,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S000288,CUST00783,2020-07-25,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000289,CUST00409,2023-03-19,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S000290,CUST00621,2022-06-01,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000291,CUST00474,2020-07-14,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000292,CUST00275,2022-04-05,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S000293,CUST01285,2021-06-25,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000294,CUST00542,2021-08-30,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S000295,CUST01170,2020-04-06,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S000296,CUST01310,2020-10-02,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S000297,CUST00554,2021-12-16,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000298,CUST01761,2020-03-29,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000299,CUST01494,2021-05-24,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S000300,CUST01366,2021-10-24,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000301,CUST01635,2021-10-27,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000302,CUST01997,2020-09-17,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S000303,CUST01784,2022-01-09,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000304,CUST01433,2021-04-15,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S000305,CUST00993,2022-04-10,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S000306,CUST00821,2022-06-08,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S000307,CUST01138,2022-03-29,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000308,CUST01230,2022-12-25,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S000309,CUST00011,2020-03-01,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S000310,CUST01261,2020-04-29,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S000311,CUST01185,2021-12-15,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S000312,CUST00243,2022-05-25,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S000313,CUST00217,2023-07-27,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000314,CUST01824,2023-01-04,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000315,CUST01585,2021-06-17,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S000316,CUST00945,2023-02-14,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S000317,CUST01276,2021-09-22,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S000318,CUST00680,2022-08-28,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000319,CUST00676,2022-11-11,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S000320,CUST00735,2022-08-10,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S000321,CUST00428,2021-07-22,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S000322,CUST01446,2020-06-18,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S000323,CUST01176,2022-03-01,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
